sample,THCA,OV,LUSC,LIHC,HNSC,UCEC,BRCA,LUAD,SKCM,STAD,CRC,ESCA,GBM,KIRC,CESC,KIRP,PRAD,BLCA,PAAD,LGG
COPZ1,7.0009,5.8032,6.388,5.363,6.1523,6.288,6.4967,6.3877,7.0331,6.3117,6.4325,4.889,5.4677,6.5585,6.2956,6.409,6.7589,5.938,6.1659,5.4677
FAM214B,3.0288,2.8532,3.5007,1.5038,3.475,2.602,2.9581,3.4196,3.5111,3.1028,3.7422,2.5363,3.637,2.8818,2.5852,3.1195,3.0995,3.1344,3.9324,3.637
SLC28A2,0.058,0.1965,0.0158,0.1124,0.0014,0.1388,0.03,0.03,0.0158,1.7364,1.5115,0.2522,0.044,0.3628,0.0158,0.6787,0.0048,0.0158,0.0048,0.044
KCNK5,2.9451,2.3178,2.6196,1.818,1.8524,1.5902,1.4388,2.5731,1.7617,2.4752,4.3702,1.2333,0.058,3.3842,2.0465,4.319,0.9268,1.8078,3.793,0.058
APOA5,0.058,0.0014,0.1124,7.8136,0.0014,0.0014,0.0014,0.1776,0.0014,0.0417,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014
SARS,6.532,6.2051,6.2413,5.3528,6.2995,6.3765,6.23,6.21,6.7508,5.6109,6.3029,5.2242,6.9475,6.1769,6.5799,6.0693,6.3481,6.2572,6.2393,6.9475
PAGE3,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
CTAGE8,2.2813,0.9934,1.1625,0.527,1.281,0.9419,1.7229,1.4011,0.5069,0.4496,1.674,1.0915,0.058,1.6069,0.4233,1.6708,1.0255,0.6699,1.4704,0.058
MYL5,3.567,3.002,2.9654,3.2274,3.5749,3.3633,3.6405,3.0376,3.5572,2.5211,3.4543,2.2483,3.5275,2.9864,3.417,3.408,3.9737,3.2236,3.324,3.5275
DISP3,0.03,0.0718,0.058,0.0014,0.0158,0.1903,0.099,0.044,0.6145,0.0645,0.099,0.058,2.7051,0.044,0.044,0.058,0.2522,0.03,0.244,2.7051
HTATIP2,5.3299,3.5111,5.1069,5.0802,4.9921,3.5584,4.4536,5.1855,5.009,4.9028,6.4105,3.7825,3.449,4.3235,3.7572,4.3443,4.6932,4.9088,5.1997,3.449
PTPN6,4.5386,2.2082,5.9888,3.9416,4.0462,3.906,4.0977,5.846,7.0639,3.8944,4.9093,2.9506,2.6918,3.8705,3.6359,4.114,4.3547,4.591,5.9188,2.6918
TMEM63C,0.6699,0.0854,0.2277,0.0363,1.1147,0.2522,1.4859,0.1903,0.1257,0.6329,2.4198,0.6608,3.8983,0.5369,0.044,0.6605,0.24,0.0718,0.8039,3.8983
MEFV,0.099,0.1776,1.2695,0.1838,0.1776,0.058,0.1903,1.0363,0.4967,0.3346,0.3796,0.1257,0.4016,0.1452,0.1776,0.1124,0.1321,0.24,0.5353,0.4016
RPP30,4.3002,4.4568,4.0648,3.0808,4.2586,4.7997,4.656,4.1269,4.4881,4.0816,4.1868,3.5249,3.9308,4.2435,4.9174,4.0884,4.3534,4.4932,4.5581,3.9308
FBXO21,4.3875,5.2864,3.8705,2.6313,3.3383,4.3654,3.9487,3.9626,2.8014,3.4396,3.4517,3.5337,4.7856,5.0211,3.7529,4.9664,4.4784,3.597,3.8007,4.7856
CSF3,0.2029,0.2642,4.5036,0.058,1.7464,0.537,0.5271,3.0961,0.0014,0.9221,0.1519,0.537,0.2029,0.03,0.434,0.1188,0.5573,3.7302,0.1912,0.2029
TMBIM6,8.6563,7.3616,8.6369,8.954,7.9906,7.7979,8.4915,8.6925,8.0349,8.6933,8.7993,8.2494,7.5618,9.1891,7.71,9.2112,8.8288,7.9719,7.9541,7.5618
RPS6KL1,1.7359,1.015,1.1281,0.5314,1.1672,1.5315,2.1147,1.1447,2.0039,1.0843,1.5165,0.6969,4.8645,1.1414,1.6786,1.3924,1.4494,1.2271,1.7782,4.8645
TMPRSS12,0.044,0.0014,0.0158,0.0014,0.03,0.0014,0.058,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.044,0.0014,0.03,0.0158,0.0014,0.0014,0.0014
NECAB2,0.2277,0.407,0.1965,2.5199,0.0718,0.4552,0.3907,0.1388,0.2762,0.2274,0.3115,0.2154,6.3398,2.4447,0.5666,3.3328,0.1124,0.2642,0.9741,6.3398
TRDMT1,2.2422,2.2035,1.683,0.4233,1.0813,1.6875,1.7995,1.6786,1.1641,1.2963,1.2147,1.1641,1.2085,1.8201,1.3454,1.5038,1.5415,1.1641,1.3397,1.2085
ZNF141,2.4035,4.0565,1.8323,0.8883,1.0398,2.3649,2.328,1.7575,1.9111,1.6184,1.6695,1.9073,1.8604,2.1013,1.4335,1.9052,1.9149,1.3901,1.7638,1.8604
NQO2,4.5442,4.5205,4.5823,5.7354,4.7108,4.6012,4.9524,4.4155,5.0041,3.9944,3.6578,3.335,4.9074,6.0872,4.7176,6.7608,4.8185,4.4496,4.0682,4.9074
