sample,BLCA,BRCA,CESC,CRC,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SKCM,STAD,THCA,UCEC
ZNF473,1.0,1.0,1.0,1.0,0.99,1.0,0.97,0.98,0.92,1.0,0.85,0.98,1.0,0.99,0.98,1.0,0.99,0.99,1.0,1.0
TNNI3K,0.09,0.15,0.05,0.02,0.03,0.39,0.01,0.24,0.26,0.59,0.01,0.12,0.04,0.08,0.12,0.02,0.07,0.04,0.18,0.11
ZNF791,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,0.97,1.0,1.0,1.0
AKAP13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TFDP3,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
CMPK2,0.94,0.96,0.96,0.93,0.98,0.99,0.92,0.97,0.74,0.89,0.73,0.98,0.91,0.96,0.97,0.83,0.7,0.99,0.96,0.87
ADAMTS16,0.19,0.52,0.03,0.12,0.11,0.06,0.06,0.22,0.58,0.04,0.17,0.42,0.27,0.22,0.33,0.01,0.27,0.09,0.03,0.17
KCNE1B,0.0,0.03,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.05,0.04,0.05,0.01,0.01,0.05,0.0,0.0,0.15
C4BPA,0.03,0.08,0.18,0.59,0.25,0.06,0.02,0.09,0.14,0.01,0.98,0.96,0.69,0.13,0.76,0.01,0.02,0.4,0.01,0.45
DPP10,0.05,0.07,0.01,0.17,0.03,0.51,0.02,0.03,0.06,0.95,0.07,0.32,0.14,0.19,0.11,0.0,0.16,0.06,0.18,0.43
LPIN1,0.94,1.0,0.98,1.0,0.99,1.0,0.96,0.99,0.98,1.0,0.98,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,0.99
ABCA9,0.13,0.24,0.01,0.02,0.12,0.05,0.02,0.04,0.06,0.09,0.29,0.11,0.05,0.03,0.46,0.01,0.24,0.19,0.02,0.07
GOLT1A,0.85,0.96,0.74,0.99,0.5,0.23,0.14,0.93,0.65,0.13,0.99,0.96,0.56,0.89,0.99,0.98,0.11,0.87,0.94,0.89
NRG2,0.22,0.17,0.1,0.0,0.08,0.9,0.02,0.14,0.25,1.0,0.18,0.06,0.04,0.33,0.15,0.31,0.74,0.1,0.03,0.23
CAMSAP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99
TMEM257,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
TSHZ2,0.63,0.85,0.82,0.44,0.83,0.72,0.86,0.68,0.27,0.44,0.93,0.6,0.86,0.92,0.98,0.93,0.32,0.83,0.49,0.82
CBLC,0.95,0.95,0.98,1.0,0.98,0.01,0.99,0.21,0.78,0.0,0.93,0.96,0.98,0.98,0.99,0.98,0.1,1.0,0.18,0.97
HDAC5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FOXC1,0.93,0.68,0.88,0.46,0.98,0.95,0.96,0.96,0.97,0.78,0.26,0.77,0.88,0.84,0.94,0.93,0.69,0.93,0.81,0.76
GAS1,0.58,0.96,0.79,0.51,0.72,1.0,0.95,0.37,0.36,0.99,0.14,0.74,0.86,0.99,0.91,0.89,0.97,0.71,0.4,0.61
HMMR,0.97,0.95,1.0,1.0,0.99,0.94,0.97,0.49,0.28,0.35,0.75,0.92,1.0,0.99,0.89,0.5,0.88,0.98,0.14,0.93
LRRIQ1,0.06,0.17,0.16,0.0,0.09,0.09,0.03,0.33,0.68,0.05,0.0,0.29,0.14,0.48,0.06,0.59,0.03,0.05,0.09,0.47
CRTC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ASMTL,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC17A9,0.73,0.8,0.82,0.99,0.83,0.65,0.68,0.75,0.68,0.3,0.99,0.96,0.89,0.88,0.97,0.11,0.71,0.99,0.79,0.8
DNASE1,0.99,1.0,1.0,1.0,1.0,0.98,0.93,0.91,0.99,1.0,0.77,0.99,0.97,1.0,0.99,1.0,0.98,1.0,1.0,0.99
BICD1,0.98,0.98,1.0,0.99,0.99,1.0,0.99,0.99,0.96,1.0,0.45,0.98,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0
SNX8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KRT15,0.96,0.97,0.99,0.95,0.96,0.02,1.0,0.12,0.34,0.02,0.07,0.96,0.99,0.83,0.93,0.94,0.27,0.79,0.79,0.77
MERTK,0.89,0.94,0.78,0.87,0.91,1.0,0.76,0.99,0.98,1.0,0.93,0.98,0.98,0.97,0.94,0.99,0.84,0.94,1.0,0.94
LRP4,0.82,0.46,0.68,0.98,0.87,1.0,0.91,0.89,0.84,1.0,0.2,0.71,0.94,0.46,0.63,0.73,0.74,0.74,0.99,0.77
LIMS3,0.2,0.1,0.09,0.1,0.61,0.32,0.09,0.17,0.05,0.03,0.01,0.08,0.12,0.9,0.14,0.11,0.05,0.59,0.24,0.65
TBCB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MYO1F,0.88,0.99,0.95,0.97,0.96,1.0,0.93,0.99,0.99,1.0,0.9,0.99,0.98,0.96,0.98,0.95,0.95,1.0,0.95,0.92
SIDT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PDZRN4,0.11,0.1,0.02,0.1,0.09,0.49,0.03,0.04,0.02,0.78,0.01,0.02,0.05,0.05,0.11,0.76,0.03,0.19,0.52,0.02
C1QL2,0.01,0.05,0.01,0.0,0.02,0.26,0.01,0.01,0.0,0.58,0.0,0.15,0.02,0.03,0.0,0.0,0.0,0.02,0.2,0.02
CCDC153,0.45,0.43,0.64,0.18,0.08,0.23,0.2,0.26,0.52,0.06,0.05,0.57,0.33,0.75,0.66,0.14,0.03,0.18,0.42,0.8
GALNT9,0.02,0.01,0.07,0.09,0.03,0.6,0.02,0.77,0.57,0.91,0.03,0.03,0.03,0.14,0.05,0.02,0.01,0.09,0.75,0.11
WBP2NL,0.16,0.16,0.32,0.08,0.09,0.02,0.03,0.05,0.1,0.03,0.02,0.14,0.11,0.37,0.11,0.21,0.14,0.08,0.25,0.22
TOMM22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROZ,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.03,0.05,0.0,0.89,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0
ANKRD53,0.03,0.06,0.03,0.01,0.07,0.64,0.02,0.35,0.31,0.11,0.06,0.15,0.14,0.33,0.15,0.06,0.38,0.14,0.57,0.29
SCFD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TFB1M,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VPS4A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NUP160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
BCAR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IMPA2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MMP3,0.58,0.84,0.74,0.89,0.88,0.09,0.92,0.02,0.02,0.03,0.04,0.28,0.67,0.04,0.53,0.05,0.29,0.69,0.03,0.31
LEPROT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPR158,0.22,0.15,0.09,0.09,0.45,0.89,0.35,0.01,0.02,0.99,0.27,0.19,0.32,0.36,0.1,0.4,0.48,0.32,0.02,0.24
DDX54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USP43,0.92,0.89,0.96,0.99,0.97,0.28,0.96,0.66,0.96,0.86,0.29,0.95,0.77,0.84,0.93,1.0,0.08,0.92,0.79,0.96
ANK3,0.97,0.99,0.98,1.0,1.0,0.95,0.98,0.98,1.0,0.97,0.46,0.99,0.99,0.99,0.99,1.0,0.25,0.99,1.0,0.97
PROSC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AMELX,0.01,0.0,0.01,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.03
SCNN1G,0.7,0.45,0.49,0.05,0.28,0.12,0.43,0.15,0.05,0.0,0.01,0.73,0.59,0.1,0.25,0.65,0.01,0.06,0.88,0.69
VEZT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AS3MT,0.56,0.9,0.62,0.44,0.54,0.99,0.47,0.99,0.96,0.98,0.99,0.9,0.88,0.82,0.85,0.96,0.52,0.51,0.98,0.91
BLCAP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RSPH6A,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.63,0.02
MUTYH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AP4B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TROAP,1.0,0.98,1.0,1.0,1.0,0.98,1.0,0.72,0.55,0.51,0.86,0.98,1.0,1.0,0.94,0.69,1.0,0.99,0.35,1.0
MICU2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NDUFA10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OTUD3,0.84,0.89,0.93,0.95,0.91,0.85,0.61,0.88,0.86,0.96,0.16,0.87,0.88,0.52,0.88,0.92,0.87,0.84,0.97,0.88
KRT6C,0.31,0.1,0.76,0.04,0.65,0.0,0.99,0.01,0.02,0.01,0.06,0.1,0.86,0.02,0.13,0.02,0.21,0.07,0.01,0.06
DNAJC25,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
POU3F3,0.02,0.01,0.02,0.01,0.01,0.99,0.01,0.99,0.97,1.0,0.01,0.01,0.03,0.06,0.0,0.0,0.5,0.03,0.0,0.2
ZNF17,0.96,0.98,0.95,0.92,0.98,0.99,0.95,0.98,0.89,0.99,0.52,0.93,0.96,0.94,0.95,0.96,0.89,0.97,0.98,0.83
LRRC55,0.01,0.02,0.02,0.0,0.08,0.95,0.02,0.0,0.0,0.91,0.0,0.04,0.05,0.47,0.13,0.0,0.01,0.01,0.0,0.04
MGAT5B,0.09,0.17,0.22,0.0,0.08,0.9,0.13,0.02,0.03,0.98,0.01,0.14,0.18,0.3,0.1,0.14,0.77,0.08,0.01,0.29
TRAPPC11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF5A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MED28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CPS1,0.16,0.26,0.13,0.2,0.4,0.69,0.32,0.27,0.24,0.89,0.92,0.33,0.26,0.13,0.35,0.12,0.69,0.65,0.19,0.17
GPATCH11,0.98,1.0,1.0,1.0,1.0,1.0,0.97,0.99,0.95,1.0,0.88,1.0,1.0,0.98,0.98,0.93,0.94,1.0,0.99,0.93
PTGER1,0.08,0.01,0.13,0.02,0.17,0.01,0.03,0.03,0.03,0.0,0.04,0.16,0.05,0.59,0.11,0.01,0.06,0.47,0.03,0.14
DCHS2,0.01,0.05,0.04,0.03,0.15,0.12,0.03,0.05,0.01,0.34,0.0,0.02,0.07,0.12,0.08,0.0,0.03,0.15,0.04,0.13
STARD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNOT1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TSPYL4,1.0,1.0,0.98,1.0,0.99,1.0,0.97,1.0,1.0,1.0,0.76,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,0.98
USP20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GALE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCTD1,1.0,1.0,1.0,0.89,0.99,1.0,1.0,1.0,1.0,1.0,0.87,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AP4S1,0.97,0.99,1.0,0.9,0.98,1.0,0.99,0.99,0.98,1.0,0.85,1.0,1.0,0.99,0.99,1.0,0.95,0.97,1.0,0.99
SNAP23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENPP6,0.02,0.03,0.05,0.0,0.03,0.79,0.06,0.05,0.18,0.74,0.08,0.01,0.07,0.07,0.02,0.26,0.02,0.02,0.0,0.01
CFAP157,0.15,0.53,0.2,0.34,0.5,0.19,0.1,0.02,0.5,0.07,0.0,0.41,0.27,0.84,0.24,0.18,0.08,0.37,0.01,0.76
NUDT13,0.56,0.6,0.3,0.67,0.55,0.33,0.1,0.81,0.84,0.52,0.82,0.7,0.28,0.33,0.64,0.63,0.48,0.62,0.32,0.51
ANAPC7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NDUFC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GKN1,0.14,0.0,0.04,0.0,0.13,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.19,0.01,0.0,0.49,0.0,0.01
ADRA2B,0.07,0.05,0.11,0.02,0.1,0.05,0.08,0.63,0.04,0.02,0.08,0.04,0.34,0.31,0.06,0.01,0.1,0.07,0.03,0.1
LGALSL,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,1.0,0.99,1.0,1.0,0.97,1.0,0.97,0.99
MST1R,0.93,0.96,0.99,1.0,0.97,0.06,0.98,0.24,0.64,0.05,0.28,0.99,0.89,0.91,0.97,0.38,0.43,0.99,0.93,0.96
DCT,0.0,0.01,0.01,0.01,0.01,0.22,0.01,0.02,0.01,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0
DDX10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ITGB6,0.97,0.92,0.97,0.99,0.98,0.25,0.98,0.89,0.96,0.39,0.12,0.99,0.98,0.89,0.96,0.67,0.07,0.93,1.0,0.87
OR51T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
PRRT3,0.63,0.9,0.33,0.03,0.37,0.99,0.12,0.09,0.59,1.0,0.04,0.63,0.35,0.97,0.56,0.99,0.54,0.35,0.99,0.83
ZBTB18,0.95,0.91,0.98,1.0,0.95,1.0,0.9,1.0,1.0,1.0,1.0,0.99,0.99,0.83,1.0,1.0,0.92,1.0,1.0,0.93
EIF4G3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SMURF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.82,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.99
LYPD8,0.07,0.11,0.03,0.82,0.21,0.04,0.09,0.11,0.22,0.13,0.15,0.09,0.15,0.08,0.03,0.03,0.58,0.24,0.0,0.01
GCA,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.99
RPS6KB2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBLN2,0.04,0.03,0.03,0.06,0.46,0.0,0.0,0.01,0.02,0.0,0.01,0.07,0.03,0.38,0.02,0.02,0.05,0.3,0.01,0.07
PRPF18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ECT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.98,0.98,0.85,1.0,1.0,1.0,0.98,0.99,0.95,1.0,0.96,1.0
PAX1,0.0,0.05,0.01,0.0,0.04,0.06,0.11,0.0,0.0,0.28,0.0,0.0,0.09,0.02,0.0,0.12,0.01,0.01,0.06,0.02
TRIM35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
UST,0.84,0.76,0.81,0.24,0.81,1.0,0.95,0.36,0.43,1.0,0.2,0.75,0.95,0.62,0.94,0.91,0.93,0.66,1.0,0.51
PWWP2B,1.0,1.0,1.0,0.99,1.0,0.98,1.0,0.93,0.98,1.0,0.94,0.99,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0
KCNC4,0.5,0.71,0.88,0.92,0.96,0.77,0.89,0.94,0.5,0.81,0.17,0.66,0.83,0.88,0.99,0.65,0.92,0.95,0.86,0.8
RAB3D,0.98,1.0,1.0,1.0,1.0,0.96,1.0,0.99,1.0,0.79,0.4,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0
PSMA8,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.01,0.0,0.07,0.01,0.0,0.0
ALB,0.15,0.3,0.1,0.05,0.07,0.09,0.05,0.5,0.17,0.24,1.0,0.17,0.09,0.06,0.68,0.29,0.06,0.19,0.07,0.13
CFAP46,0.01,0.37,0.13,0.03,0.09,0.66,0.07,0.46,0.87,0.52,0.11,0.18,0.05,0.5,0.3,0.02,0.04,0.17,0.88,0.48
SNRPD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MPP2,0.48,0.69,0.63,0.06,0.34,1.0,0.23,0.1,0.32,1.0,0.04,0.26,0.53,0.4,0.46,0.65,0.54,0.36,0.84,0.41
CTNS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GSG1L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIC2,0.42,0.26,0.76,0.35,0.62,0.89,0.73,0.02,0.06,0.96,0.55,0.22,0.75,0.28,0.16,0.45,0.15,0.45,0.0,0.31
FAM25E,0.03,0.01,0.04,0.0,0.01,0.0,0.1,0.0,0.01,0.0,0.0,0.02,0.03,0.0,0.01,0.01,0.01,0.0,0.0,0.02
IBSP,0.15,0.44,0.04,0.26,0.3,0.82,0.27,0.18,0.04,0.09,0.07,0.26,0.16,0.32,0.31,0.02,0.07,0.2,0.05,0.12
LYSMD4,0.99,0.92,1.0,1.0,0.99,0.98,1.0,1.0,0.98,0.96,0.98,0.99,0.99,0.94,0.99,0.99,0.96,0.99,1.0,0.99
ANKLE2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RIC8A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GDNF,0.03,0.03,0.07,0.02,0.09,0.09,0.15,0.02,0.0,0.38,0.19,0.04,0.22,0.07,0.04,0.08,0.44,0.05,0.01,0.09
C4orf36,0.92,0.98,0.98,1.0,0.99,0.98,0.97,1.0,1.0,0.98,0.26,0.98,0.98,0.98,0.98,1.0,0.69,0.99,1.0,0.96
CD72,0.71,0.9,0.73,0.7,0.55,0.9,0.56,0.96,0.94,0.5,0.66,0.96,0.88,0.91,0.96,0.44,0.85,0.83,0.88,0.9
HSD17B6,0.73,0.94,0.85,0.68,0.48,0.94,0.79,0.17,0.08,0.98,0.97,0.96,0.91,0.49,0.82,1.0,0.22,0.49,0.93,0.36
ZNF808,0.99,1.0,0.89,0.99,0.91,0.97,0.74,1.0,1.0,0.93,0.6,0.99,0.92,0.98,0.98,1.0,0.89,0.96,1.0,0.99
VKORC1L1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TINAGL1,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
NCR3,0.1,0.18,0.35,0.07,0.04,0.0,0.13,0.36,0.17,0.01,0.16,0.43,0.26,0.13,0.22,0.06,0.26,0.21,0.12,0.15
PFKFB2,0.96,0.96,0.99,1.0,1.0,0.99,0.99,0.94,0.99,1.0,0.77,1.0,1.0,0.92,0.99,1.0,0.98,0.99,1.0,0.98
PCNX1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPRD,0.11,0.46,0.09,0.84,0.27,0.98,0.37,0.69,0.91,0.99,0.33,0.36,0.45,0.24,0.5,0.52,0.07,0.23,0.56,0.26
BRD9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCAI,0.54,0.79,0.77,0.57,0.95,0.58,0.44,0.45,0.27,0.88,0.11,0.75,0.78,0.93,0.34,0.62,0.29,0.92,0.78,0.66
CEACAM21,0.29,0.5,0.44,0.38,0.17,0.81,0.41,0.77,0.39,0.61,0.23,0.78,0.54,0.27,0.69,0.13,0.5,0.44,0.31,0.53
TNNC2,0.46,0.16,0.36,0.84,0.19,0.2,0.57,0.06,0.08,0.22,0.1,0.58,0.2,0.15,0.67,0.34,0.03,0.38,0.51,0.52
CMTR1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCDC148,0.03,0.36,0.13,0.04,0.02,0.27,0.01,0.74,0.88,0.16,0.03,0.23,0.12,0.24,0.2,0.04,0.03,0.08,0.84,0.47
DENND4A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.94,1.0,1.0,0.97
LCE3B,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TFDP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZBTB44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
ATXN7,0.99,0.99,0.99,1.0,1.0,0.92,0.95,0.99,0.98,1.0,0.89,1.0,1.0,0.99,0.99,0.99,0.97,1.0,0.99,0.97
SEZ6,0.01,0.05,0.01,0.02,0.02,0.98,0.01,0.01,0.0,1.0,0.17,0.03,0.03,0.12,0.17,0.04,0.01,0.06,0.0,0.04
LRRTM4,0.01,0.0,0.01,0.01,0.02,0.53,0.0,0.06,0.06,0.91,0.05,0.02,0.06,0.08,0.04,0.07,0.27,0.0,0.0,0.03
STYX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.96,1.0,1.0,1.0
CRISP1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
NAA35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
